type,question_number,question,option_A,option_B,option_C,option_D,correct_answer
multiple_choice,2,Ước tính từ mô hình kinh tế lượng vĩ mô lớnnền kinh tế Hoa Kỳ cho thấy rằng nó ảnh hưởng over________formonetarypolicytoaffectoutputandover________formonetarypolicyto đến tỷ lệ lạm phát.,1 năm; 2 năm,2 năm; 1 năm,1 năm; 6 tháng,6 tháng; 1 năm,A
multiple_choice,3,"Điều nào sau đây là KHÔNG bất lợi của cách tiếp cận ""justdoit"" của Fed đối với chính sách tiền tệ?",Thereislowminh bạch của chính sách.,Trách nhiệm giải trình thấp cho các ngân hàng trung ương.,ThistypeofpolicymaketheFedmoresusceptibletothetime-inconsistencyproblem.,Nó phụ thuộc vào mối quan hệ tiền bạc-lạm phát.,D
multiple_choice,4,"Giả sử mất khoảng hai năm chính sách hình thức để có tác động đáng kể đến lạm phát. Lạm phát tài chính hiện đang ở mức thấp, nhưng các nhà hoạch định chính sách tin rằng lạm phát sẽ tăng trong hai năm tới với lập trường không thay đổi của chính sách tiền tệ, khi nào họ nên thắt chặt chính sách tiền tệ để ngăn chặn lạm phát tăng vọt?",bây giờ,Waituntilovertsignsofinflationxuất hiện,Năm sau,hai năm sau,A
multiple_choice,6,"Sau khi BenBernanke trở thành chủ tịch của Fedin2006, anh ấy",tăng tính minh bạch của Fed.,từ bỏ lạm phátnhắm mục tiêu.,"sử dụng chính sách ""justdoit"".",tăng cường lập chính sách.,A
multiple_choice,7,"TheFOMCfinallymovedto________onJanuary25,2012,whenitissuedits""Tuyên bố về mục tiêu dài hạn và chiến lược chính sách tiền tệ.""",Nhắm mục tiêu lạm phát,Chính sách không lạm phát,"Chính sách ""justdoit""",Nhắm mục tiêu tiền tệ,A
multiple_choice,8,"Trong ""Tuyên bố về mục tiêu dài hạn và chiến lược chính sách tiền tệ"" của FOMC, FOMC đã đồng ý với giá trị một số của mục tiêu lạm phát, 2%onthe________.",PCExì hơi,Chỉ số giảm phát GDP,CPI,PPI,A
multiple_choice,2,"Chính sách tiền tệ thông thường sẽ trở nên mở rộng hơn khi lãi suất giảm xuống sàn của giới hạn dưới hiệu quả, tức là lãi suất chính sách có hiệu quả sẽ ít ràng buộc hơn",LowerFederFundsrate.,Quỹ liên bang cao hơn.,mục tiêu lạm phát thấp hơn.,mục tiêu lạm phát cao hơn.,D
multiple_choice,3,Các vấn đề nâng cao mức mục tiêu lạm phát bao gồm,"Nếu hiệu quả-giới hạn thấp hơn-vấn đề hiếm gặp, thì lợi ích của mục tiêu lạm phát cao hơn là không lớn.",chi phí của lạm phát cao hơnxen kẽ sự bóp méo của nó tạo ra nền kinh tế cao.,nó khó ổn định tỷ lệ lạm phátmức mục tiêu cao hơn.,tất cả những điều trên.,D
multiple_choice,2,Khi nào giá tài sản tăng trên giá trị cơ bản của họ được gọi là,bong bóng giá tài sản.,bong bóng vô lý.,asset-pricespike.,đột biến phi lý.,A
multiple_choice,3,"Giả sử lãi suất được giữ rất thấp trong một thời gian dàiuchrằng có aspikeinsố tiền cho vay. Mọi thứ khác không đổi, thiscouldcause________bubble.",anirrationalexuberance,Dựa trên tín dụng,Kho hàng,Nợ nần,B
multiple_choice,4,Acredit-drivenbubbleariseswhen________inlendingcauses________inassetprices whichcancause________inlending.,giảm; giảm; tăng,giảm; tăng cường; tăng,tăng cường; tăng cường; Tăng thêm,giảm; giảm; Giảm thêm,C
multiple_choice,6,"Mọi thứ khác không đổi, bong bóng tín dụng thường được coi là có bong bóng potentialtocause________damagetoaneconomycomparedtoanirrationalexuberance.",kém,vềsố lượng tương tự,nhiều hơn,"eithermore, ít hơn, hoặc cùng một số lượng",C
multiple_choice,7,Acentralbankhas________chancetoidentifyacredit điều khiểnbong bóngso sánh với một sự phi lý tríalexuberancebubble.,aGreater,Lessofa,Giới thiệuTheSameLevelofa,"agreater, lessoraboutthesamelevelofa",A
multiple_choice,8,Cái nào sau đây là KHÔNGTanargumentchống lại việc sử dụng chính sách tiền tệtoprickasset- bong bóng giá?,Theảnh hưởng của việc tăng lãi suấtsonassetpricesisunsure.,Bong bóngcó thể chỉ tồn tại trong một số giá tài sản và chính sách tiền tệ sẽ ảnh hưởng đến tất cả giá tài sản.,Sử dụng chính sách tiền tệtoprickanasset-pricebong bóng có thể có tác động bất lợi đến nền kinh tế tổng hợp.,"Eventhoughcredit-drivebubblesareedễ xác định, chúng vẫn tương đối khó xác định.",D
multiple_choice,1,Cái nào sau đây là KHÔNG phải là công cụ?,Dự trữ không vay,cơ sở tiền tệ,Quỹ liên bangLãi suất,Chiết khấu,D
multiple_choice,2,Công cụ nào sau đây là công cụ hoạt động tiềm năng cho ngân hàng trung ương?,cơ sở themonetarybase,theM1moneycung cấp,danh nghĩaGDP,Chiết khấu,A
multiple_choice,3,"Duetothelackoftimelydữ liệu cho mức giá và tăng trưởng kinh tế, chiến lược của Fed","targetstheexchangerate, kể từ khi Fedcancontrolnày.","mục tiêu giá vàng, vì nó liên quan chặt chẽ đến hoạt động kinh tế.","Sử dụngSanIntermediateTarget, như Lãi suất.","ổn định chỉ số giá tiêu dùng, kể từ khi Fed có thể kiểm soát CPI.",C
multiple_choice,4,"Nếungân hàng trung ươngmục tiêu tiền tệtổng hợp, có khả năng mất kiểm soát lãi suất bởi vì",offluctuationsinthedemandforreserves.,offluctuationsintheconsumptionfunction.,giá trị trái phiếusẽ có xu hướng duy trì ổn định.,offluctuationsinthebusinesscycle.,A
multiple_choice,6,Biến động nhu cầu dự trữ nguyên nhân Fedtolosekiểm soát tổng hợp tiền tệ nếu các mục tiêu của Fed,tổng hợp tiền tệ.,themonetarybase.,anlãi suất.,danh nghĩaGDP.,C
multiple_choice,7,Lãi suất thựckhó thực hiện đượcbởi vì,dữ liệu trên họ không có sẵn không kịp thời.,Lãi suất thựcphụ thuộc vào khó xác địnhtỷ lệ lạm phát kỳ vọng.,chúng dao động quá chính xác.,họ không thể bị kiểm soát bởi Fed.,B
multiple_choice,8,Tiêu chí nào sau đây KHÔNG cần phải hài lòng để lựa chọn một công cụ chính sách?,Biến phải có thể đo lường được.,Biến phải kiểm soát được.,Biến phải có thể dự đoán được.,Biến phải có thể vận chuyển được.,D
multiple_choice,9,Điều nào sau đây là KHÔNG yêu cầu trong việc lựa chọn công cụ chính sách?,Khả năng đo lường,Khả năng kiểm soát,Linh hoạt,Dự đoán,C
multiple_choice,1,"Theo quy tắc Taylor, Fedshouldraisethefederalfundsinterestratekhi mục tiêu đầu ra của inflation________theFed sinflationtargetorwhenrealGDP________theFed.",tăng lên; giọt bên dưới,giọt bên dưới; giọt bên dưới,tăng lên; vươn lên,giọt bên dưới; vươn lên,C
multiple_choice,2,"Sử dụng quy tắc của Taylor, khi nào cân bằng thực tế quỹ liên bangtỷ lệ là 3 phần trăm, đầu ra tích cựckhoảng cách 2 phần trăm, tỷ lệ lạm phát mục tiêu là 1 phần trăm, và tỷ lệ lạm phát thực tế là 2 phần trăm, sau đó tỷ lệ quỹ liên bang mục tiêu nên được",5 phần trăm.,"5,5 phần trăm.",6 phần trăm.,"6,5 phần trăm.",D
multiple_choice,3,"Sử dụng quy tắc của Taylor, khi nào cân bằng thực tế quỹ liên bang tỷ lệ là 2 phần trăm, không có khoảng cách đầu ra, tỷ lệ lạm phát thực tế là không, và tỷ lệ lạm phát mục tiêu là 2 phần trăm, sau đó tỷ lệ quỹ liên bang đáng lẽ phải",0 phần trăm.,1 phần trăm.,2 phần trăm.,3 phần trăm.,B
multiple_choice,4,"Theo Nguyên tắc Taylor, khi nào lạm phát tăng, sau đó lãi suất shouldbe________by________thantheinflationrateincrease.",Tăng; nhiều hơn,Tăng; kém,Giảm; nhiều hơn,Giảm; kém,A
multiple_choice,6,Tỷ lệ lạm phátcó xu hướng lưu trữ mainconstantkhi nào,tỷ lệ thất nghiệp cao hơn NAIRU.,tỷ lệ thất nghiệp bằng với NAIRU.,tỷ lệ thất nghiệp thấp hơn NAIRU.,tỷ lệ thất nghiệp tăng nhanh hơn NAIRUtăng.,B
multiple_choice,7,Tỷ lệ lạm pháttăng lên khi,tỷ lệ thất nghiệp bằng với NAIRU.,tỷ lệ thất nghiệp vượt quá NAIRU.,tỷ lệ thất nghiệp ít hơn NAIRU.,tỷ lệ thất nghiệp tăng nhanh hơn NAIRUtăng.,C
multiple_choice,1,"Theo đuổi chiến lược nhắm mục tiêu tiền tệ, ngân hàng trung ương thông báo rằng nó sẽ đạt được một giá trị nhất định (mục tiêu) của tốc độ tăng trưởng hàng năm của một",tổng hợp tiền tệ.,areserveaggregate.,themonetarybase.,GDP.,A
multiple_choice,2,"Trong những năm 1979 đến 1982, Cục Dự trữ Liên bang đã tuyên bố chính sách là mục tiêu tiền tệ. Trong khoảng thời gian nàyCục Dự trữ Liên bang",hitallofcác mục tiêu tiền tệ của họ.,không có mục tiêu tiền tệ của họ bởi vì nó tin rằng việc kiểm soát nguồn cung tiền không phải là ý định của Cục Dự trữ Liên bang.,không thực hiện các mục tiêu tiền tệ của họ bởi vì chúng không thực tế.,hitkhoảng một nửa mục tiêu tiền tệ của họ.,B
multiple_choice,3,"So sánh với Hoa Kỳ, kinh nghiệm của Nhật Bản với việc nhắm mục tiêu tiền tệ trong giai đoạn 1978–1987 được thực hiện",tốt hơn liên quan đến tỷ lệ lạm phát và biến động sản lượng.,tệ hơn liên quan đến tỷ lệ lạm phát và biến động sản lượng.,"tốt hơn liên quan đến tỷ lệ lạm phát, nhưng tệ hơn liên quan đến biến động đầu ra.","tệ hơn liên quan đến tỷ lệ lạm phát, nhưng tốt hơn liên quan đến biến động đầu ra.",A
multiple_choice,4,Một trong những yếu tố đã góp phần vào sự thành côngCác nhà hoạch định chính sách người Đứcshadusingnhắm mục tiêu tiền tệkiểu chính sách bắt đầu từ năm 1970 và tiếp tục trong suốt hai thập kỷ tiếp theo là,họ đã sử dụngarigidtargetforthemoneygrowthrate.,họ đã thực hiện chính sách của họ lạm pháttỷ lệ mục tiêu đã được đo lường trong sự thiếu hụt.,mục tiêu tiền linh hoạt để cho phép Bundesbanktập trung vào các mục tiêu khác khi cần thiết.,họ hiếm khi truyền đạt ý định của chính sách đối với công chúngtrật tự công chúng khỏi hoảng loạn.,C
multiple_choice,6,Cái nào sau đây là lợi thế cho việc nhắm mục tiêu tiền bạc?,Thereisanimmediatesignalontheachievementofthetarget.,Nó không thể thay đổi mối quan hệ tiền bạc-lạm phát.,Nó ngụ ý thiếu minh bạch.,Nó ngụ ý biến động đầu ra nhỏ hơn.,A
multiple_choice,7,Nhắm mục tiêu nào sau đây là bất lợi?,Nó phụ thuộc vào mối quan hệ tiền bạc-lạm phát.,Đã có tín hiệu trì hoãn về thành tích của mục tiêu.,Nó ngụ ý biến động đầu ra lớn hơn.,Nó ngụ ý sự minh bạch.,A
multiple_choice,8,"Nếu mối quan hệ giữa tổng hợp và biến mục tiêu yếu, thì",tiền tệtổng hợpnhắm mục tiêu vượt trội hơn nhắm mục tiêu tỷ giá hối đoái.,tiền tệtổng hợpnhắm mục tiêulà vượt trội so với lạm phátnhắm mục tiêu.,Lạm phátnhắm mục tiêu vượt trội so với nhắm mục tiêu tỷ giá hối đoái.,tiền tệaggregatetargetingsẽ không làm việc.,D
multiple_choice,9,Cácchính sách tiền tệchiến lượcdựa vào mối quan hệ tiền bạc-thu nhập có thể tin đượclà,nhắm mục tiêu tỷ giá hối đoái.,nhắm mục tiêu tiền tệ.,nhắm mục tiêu lạm phát.,Cái neo danh nghĩa ngầm.,B
multiple_choice,1,"Bắt đầu từ những năm đầu tiên, nguyên tắc hướng dẫn của Cục Dự trữ Liên bang đối với việc tiến hành chính sách tiền tệ đã được biết đến",học thuyết realbills.,học thuyết thanh khoản tự do.,tự dodự trữhọc thuyết.,Lý thuyết số lượng.,A
multiple_choice,2,"Nguyên tắc hướng dẫn cho việc tiến hành chính sách tiền tệ được cho rằng miễn là các khoản vay được thực hiện cho các mục đích ""sản xuất"", sau đó cung cấp dự trữ cho hệ thống ngân hàng để thực hiện các khoản vay này sẽ không bị lạm phát trở thành người biết",tự dodự trữhọc thuyết.,BenjaminStrongdoctrine.,học thuyết thanh khoản hiệu quả.,học thuyết realbills.,D
multiple_choice,3,Therealbillsdoctri mới về nguyên tắc hướng dẫn cho việc tiến hành chính sách tiền tệ trong thời gian,Thập niên 1910.,Thập niên 1940.,Những năm 1950.,Thập niên 1960.,A
multiple_choice,4,Liên bang vô tình phát hiện ra các hoạt động thị trường mở sớm,Thập niên 1920.,Thập niên 1910.,Những năm 1900.,Thập niên 1890.,A
multiple_choice,6,Sai lầm của Fed đầu những năm 1930 đã được kết hợp bởi quyết định của nó,Nâng cao yêu cầu dự trữ trong năm 1936-1937.,Yêu cầu dự trữ thấp hơn trong năm 1936-1937.,raisethemonetarybasein1936-1937.,Hạ thấp cơ sở vào năm 1936-1937.,A
multiple_choice,7,"Trong Thế chiến II, wheneverinterestrateswould________andthepriceofbondswould beginto________, Fed sẽ thực hiện các giao dịch mua thị trường mở.",lên; lên,lên; rớt,rớt; lên,rớt; rớt,B
multiple_choice,8,"Trong Thế chiến thứ hai, bất cứ khi nào lãi suất tăng và giá trái phiếu sẽ bắt đầu sụp đổ, Fed sẽ",Yêu cầu dự trữ thấp hơn.,raisereserveyêu cầu.,thực hiện thị trường mởmua chứng khoán chính phủ.,thực hiện mở thị trườngbán hàng của chứng khoán chính phủ.,C
multiple_choice,10,CácFedwascam kếttăng lãi suấtchậm để hỗ trợKho bạc tài trợ thâm hụt ngân sách,chỉ trong Thế chiến I.,trong thời kỳ Đại suy thoái.,trong Thế chiến và Thế chiến II.,xuyên suốt sự tồn tại của Fed.,C
multiple_choice,11,TheFed-TreasuryAccordofMarch1951cung cấp Fedgreaterfreedomto,để lãi suấttăng.,letthất nghiệptăng.,để lạm phát tăng tốc.,để tỷ giá hối đoáităng.,A
multiple_choice,12,"Trong những năm 1950, Fedtargeted",M1.,M2.,themonetarybase.,điều kiện thị trường tiền tệ.,D
multiple_choice,13,"Trong những năm 1950, Fedmonetarypolicy được nhắm mục tiêu",themonetarybase.,tỷ giá hối đoái.,các khoản vay chiết khấu.,lãi suất.,D
multiple_choice,15,Lạm phát caocó thể xoắn ốc ngoài tầm kiểm soátkhi,"lạm phát dự kiến tănglãi suất danh nghĩa, gây ra Fedtomua trái phiếu, tăng cung tiền và tiếp tục tăng lạm phát.","lạm phát dự kiếngiảmlãi suất danh nghĩa, gây ra Fedtomua trái phiếu, tăng nguồn cung tiền và tiếp tục tăng lạm phát.","lạm phát dự kiến tănglãi suất danh nghĩa, gây ra Fedtoselltrái phiếu, tăng cung tiền và tiếp tục tăng lạm phát.","lạm phát dự kiếngiảmlãi suất danh nghĩa, gây ra Fedtoselltrái phiếu, tăng cung tiền và tiếp tục tăng lạm phát.",A
multiple_choice,16,"Trong thực tế, chính sách của Fed nhắm mục tiêu vào các điều kiện thị trường tiền tệ trong những năm 1960 đã được chứng minh là","ngược chu kỳ, giúp ổn định nền kinh tế.","theo chu kỳ, làm mất ổn định nền kinh tế.","theo chu kỳ, giúp ổn định nền kinh tế.","phản chu kỳ, làm mất ổn định nền kinh tế.",B
multiple_choice,17,"Không thực tế, Fed'spolicyoftargeting________inthe1960sprovedtobe________, gây bất ổn cho nền kinh tế.",điều kiện thị trường tiền tệ; Ngược chu kỳ,điều kiện thị trường tiền tệ; Tuần hoàn,tổng hợp tiền tệ; Ngược chu kỳ,tổng hợp tiền tệ; Tuần hoàn,B
multiple_choice,19,"AlthoughtheFedprofessedemploymentof________targetingduringthe1970s, nó behaviorsuggeststhatitemphasized________targeting.",tự do dự trữ; Lãi suất,lãi suất; tiền tệtổng hợp,tổng hợp tiền tệ; Lãi suất,dự trữ tự do; tiền tệtổng hợp,C
multiple_choice,20,Việc sử dụng quỹ liên bang của Fed là mục tiêu không tham gia vào những năm 1970 dẫn đến,chính sách tiền tệ ngược chu kỳ.,tăng trưởng quá chậmM1 trong suốt thập kỷ.,chính sách tiền tệ theo chu kỳ.,tăng trưởng nhanh chóngM1 trong suốt thập kỷ.,C
multiple_choice,21,Chính sách tiền tệ suseofthe________asanoperatingtargetinthe1970sresultedin________ của Fed.,liên bangfundsrate; Ngược chu kỳ,liên bangfundsrate; Tuần hoàn,M1MoneySupply; Ngược chu kỳ,M1MoneySupply; Tuần hoàn,B
multiple_choice,23,TheFedoperatingproceduresemployedbetween1979and1982resultedin________ swingsinthefederalfundsrateand________swingsintheM1growthrate.,Tăng; Tăng,Tăng; Giảm,Giảm; Giảm,Giảm; Tăng,A
multiple_choice,24,Các biến động trong cả tăng trưởng cung tiền và tỷ lệ quỹ liên bang trong giai đoạn 1979-1982 cho thấy rằng Fed,đã thay đổitoboredreservesasanoperatingtarget.,đã chuyển sang tổng dự trữ asanoperatingtarget.,đã chuyển sang cơ sở đơn vị như mục tiêu.,không bao giờ có ý định nhắm mục tiêu tiền tệtổng hợp.,D
multiple_choice,25,Biến động lớn trong cung tiền tăng trưởng và biến động nhỏ hơn trong quỹ liên bangtỷ lệ betweenOctober1982andtheearly1990sindicatethattheFedhadshiftedto________asan mục tiêu hoạt động.,Dự trữ đã vay,Dự trữ không vay,Dự trữ dư thừa,Trữ lượng bắt buộc,A
multiple_choice,27,"Aborrowedreservestargetis________becauseincreasesinincome________interestrates và các khoản vay chiết khấu, causingtheFedto________themonetarybase, mọi thứ khác không đổi.",theo chu kỳ; tăng; tăng,ngược chu kỳ; tăng; tăng,theo chu kỳ; giảm; giảm,ngược chu kỳ; giảm; giảm,A
multiple_choice,28,chính sách của Fedkể từ đầu những năm 1990 cho thấy rằng nó đang theo đuổi chính sách nhắm mục tiêu,cơ sở tiền tệ.,cung tiền.,liên bangfundsinterestrate.,tỷ giá hối đoái.,C
multiple_choice,29,"Kể từ đầu những năm 1990, Fed đã tiến hành chính sách tiền tệ bằng cách đặt mục tiêu cho",mức dự trữ đã vay.,cơ sở tiền tệ.,liên bangfundsrate.,tỷ lệ lạm phát.,C
multiple_choice,31,Internationalpolicycoordinationđề cập đến,các ngân hàng trung ương trong các quốc gia lớnhành động mà không quan tâm đến hậu quả toàn cầu của chính sách của họ.,ngân hàng trung ương đa số chỉ theo đuổi mục tiêu trong nước.,ngân hàng trung ương thông qua chính sách theo đuổi các mục tiêu chung.,ngân hàng trung ương tất cả thông qua các chính sách giống hệt nhau.,C
multiple_choice,32,TheFederalReservehasbeen________preemptivebecauseofthechangingviewthat monetarypolicyhastobe________looking.,nhiều hơn; Về phía trước,nhiều hơn; lạc hậu,kém; Về phía trước,kém; lạc hậu,A
